c_category,c_func,c_name,c_data_type,c_value_type,c_choice,c_database,c_unit,remark,c_module,c_range,c_address
10minAverageWinSpeed,6000000,10分钟平均风速,Inst,2,,,m/s,,,,
11APhaseUHD,6000001,11阶谐波A相电压畸变率,Inst,2,,,%,,,,
11APhaseIHD,6000002,11阶谐波A相电流畸变率,Inst,2,,,%,,,,
11BPhaseUHD,6000003,11阶谐波B相电压畸变率,Inst,2,,,%,,,,
11BPhaseIHD,6000004,11阶谐波B相电流畸变率,Inst,2,,,%,,,,
11CPhaseUHD,6000005,11阶谐波C相电压畸变率,Inst,2,,,%,,,,
11CPhaseIHD,6000006,11阶谐波C相电流畸变率,Inst,2,,,%,,,,
13APhaseUHD,6000007,13阶谐波A相电压畸变率,Inst,2,,,%,,,,
13APhaseIHD,6000008,13阶谐波A相电流畸变率,Inst,2,,,%,,,,
13BPhaseUHD,6000009,13阶谐波B相电压畸变率,Inst,2,,,%,,,,
Temp,6000010,温度,Num,2,,,℃,,ENV,"[{""type"":""合格"",""grade"":0,""max"":28,""min"":18,""color"":""#49dbdf""},{""type"":""过冷"",""grade"":-1,""max"":18,""min"":15,""color"":""#099dfb""},{""type"":""过热"",""grade"":1,""max"":31,""min"":28,""color"":""#fa7753""},{""type"":""严重过冷"",""grade"":-2,""max"":15,""min"":null,""color"":""#5f7af7""},{""type"":""严重过热"",""grade"":2,""max"":null,""min"":31,""color"":""#ff5757""},{""type"":""数据中断"",""grade"":9,""max"":null,""min"":null,""color"":""#A29F9F""}]",fa fa-solid fa-virus
Humidity,6000011,湿度,Num,2,,,%RH,,ENV,"[{""type"":""合格"",""grade"":0,""max"":60,""min"":40,""color"":""#49dbdf""},{""type"":""干燥"",""grade"":-1,""max"":40,""min"":null,""color"":""#fdb664""},{""type"":""潮湿"",""grade"":1,""max"":null,""min"":60,""color"":""#5f7af7""},{""type"":""数据中断"",""grade"":9,""max"":null,""min"":null,""color"":""#A29F9F""}]",fa fa-solid fa-mask-ventilator
13CPhaseIHD,6000012,13阶谐波C相电流畸变率,Inst,2,,,%,,,,
15APhaseUHD,6000013,15阶谐波A相电压畸变率,Inst,2,,,%,,,,
15APhaseIHD,6000014,15阶谐波A相电流畸变率,Inst,2,,,%,,,,
15BPhaseUHD,6000015,15阶谐波B相电压畸变率,Inst,2,,,%,,,,
15BPhaseIHD,6000016,15阶谐波B相电流畸变率,Inst,2,,,%,,,,
15CPhaseUHD,6000017,15阶谐波C相电压畸变率,Inst,2,,,%,,,,
15CPhaseIHD,6000018,15阶谐波C相电流畸变率,Inst,2,,,%,,,,
CO2Concentration,6000019,CO2浓度,Num,2,,,ppm,,ENV,"[{""type"":""优"",""grade"":0,""max"":1000,""min"":0,""color"":""#49dbdf""},{""type"":""良"",""grade"":1,""max"":2000,""min"":1000,""color"":""#099dfb""},{""type"":""中"",""grade"":2,""max"":3000,""min"":2000,""color"":""#fdb664""},{""type"":""差"",""grade"":3,""max"":5000,""min"":3000,""color"":""#ff5757""},{""type"":""极差"",""grade"":4,""max"":null,""min"":5000,""color"":""rgb(209, 54, 209)""},{""type"":""数据中断"",""grade"":9,""max"":null,""min"":null,""color"":""#A29F9F""}]",fa fa-brands fa-cloudscale
COConcentration,6000020,CO浓度,Num,2,,,ppm,,ENV,"[{""type"":""优"",""grade"":0,""max"":10,""min"":0,""color"":""#49dbdf""},{""type"":""良"",""grade"":1,""max"":50,""min"":10.001,""color"":""#099dfb""},{""type"":""中"",""grade"":2,""max"":200,""min"":50.001,""color"":""#fdb664""},{""type"":""差"",""grade"":3,""max"":400,""min"":200.001,""color"":""#ff5757""},{""type"":""极差"",""grade"":4,""max"":null,""min"":400.001,""color"":""rgb(209, 54, 209)""},{""type"":""数据中断"",""grade"":9,""max"":null,""min"":null,""color"":""#A29F9F""}]",bi bi-slack
PM2.5Concentration,6000021,PM2.5浓度,Num,2,,,μg/m3,,ENV,"[{""type"":""优"",""grade"":0,""max"":35,""min"":0,""color"":""#49dbdf""},{""type"":""良"",""grade"":1,""max"":75,""min"":35,""color"":""#099dfb""},{""type"":""中"",""grade"":2,""max"":115,""min"":75,""color"":""#fdb664""},{""type"":""差"",""grade"":3,""max"":150,""min"":115,""color"":""#ff5757""},{""type"":""极差"",""grade"":4,""max"":null,""min"":150,""color"":""rgb(209, 54, 209)""},{""type"":""数据中断"",""grade"":9,""max"":null,""min"":null,""color"":""#A29F9F""}]",fa fa-solid fa-circle
PM10Concentration,6000022,PM10浓度,Num,2,,,μg/m3,,ENV,"[{""type"":""优"",""grade"":0,""max"":50,""min"":0,""color"":""#49dbdf""},{""type"":""良"",""grade"":1,""max"":150,""min"":50,""color"":""#099dfb""},{""type"":""中"",""grade"":2,""max"":250,""min"":150,""color"":""#fdb664""},{""type"":""差"",""grade"":3,""max"":350,""min"":250,""color"":""#ff5757""},{""type"":""极差"",""grade"":4,""max"":null,""min"":350,""color"":""rgb(209, 54, 209)""},{""type"":""数据中断"",""grade"":9,""max"":null,""min"":null,""color"":""#A29F9F""}]",fa fa-solid fa-circle-radiation
17CPhaseUHD,6000023,17阶谐波C相电压畸变率,Inst,2,,,%,,,,
17CPhaseIHD,6000024,17阶谐波C相电流畸变率,Inst,2,,,%,,,,
19APhaseUHD,6000025,19阶谐波A相电压畸变率,Inst,2,,,%,,,,
FormaldehydeConcentration,6000026,甲醛浓度,Num,2,,,ppm,,ENV,"[{""type"":""优"",""grade"":0,""max"":0.1,""min"":0,""color"":""#49dbdf""},{""type"":""良"",""grade"":1,""max"":0.2,""min"":0.101,""color"":""#099dfb""},{""type"":""中"",""grade"":2,""max"":0.3,""min"":0.201,""color"":""#fdb664""},{""type"":""差"",""grade"":3,""max"":0.4,""min"":0.301,""color"":""#ff5757""},{""type"":""极差"",""grade"":4,""max"":null,""min"":0.401,""color"":""rgb(209, 54, 209)""},{""type"":""数据中断"",""grade"":9,""max"":null,""min"":null,""color"":""#A29F9F""}]",fa fa-certificate
19BPhaseUHD,6000027,19阶谐波B相电压畸变率,Inst,2,,,%,,,,
19BPhaseIHD,6000028,19阶谐波B相电流畸变率,Inst,2,,,%,,,,
19CPhaseUHD,6000029,19阶谐波C相电压畸变率,Inst,2,,,%,,,,
19CPhaseIHD,6000030,19阶谐波C相电流畸变率,Inst,2,,,%,,,,
21APhaseUHD,6000031,21阶谐波A相电压畸变率,Inst,2,,,%,,,,
21APhaseIHD,6000032,21阶谐波A相电流畸变率,Inst,2,,,%,,,,
21BPhaseUHD,6000033,21阶谐波B相电压畸变率,Inst,2,,,%,,,,
21BPhaseIHD,6000034,21阶谐波B相电流畸变率,Inst,2,,,%,,,,
21CPhaseUHD,6000035,21阶谐波C相电压畸变率,Inst,2,,,%,,,,
21CPhaseIHD,6000036,21阶谐波C相电流畸变率,Inst,2,,,%,,,,
23APhaseUHD,6000037,23阶谐波A相电压畸变率,Inst,2,,,%,,,,
23APhaseIHD,6000038,23阶谐波A相电流畸变率,Inst,2,,,%,,,,
23BPhaseUHD,6000039,23阶谐波B相电压畸变率,Inst,2,,,%,,,,
23BPhaseIHD,6000040,23阶谐波B相电流畸变率,Inst,2,,,%,,,,
23CPhaseUHD,6000041,23阶谐波C相电压畸变率,Inst,2,,,%,,,,
23CPhaseIHD,6000042,23阶谐波C相电流畸变率,Inst,2,,,%,,,,
25APhaseUHD,6000043,25阶谐波A相电压畸变率,Inst,2,,,%,,,,
25APhaseIHD,6000044,25阶谐波A相电流畸变率,Inst,2,,,%,,,,
25BPhaseUHD,6000045,25阶谐波B相电压畸变率,Inst,2,,,%,,,,
25BPhaseIHD,6000046,25阶谐波B相电流畸变率,Inst,2,,,%,,,,
25CPhaseUHD,6000047,25阶谐波C相电压畸变率,Inst,2,,,%,,,,
25CPhaseIHD,6000048,25阶谐波C相电流畸变率,Inst,2,,,%,,,,
27APhaseUHD,6000049,27阶谐波A相电压畸变率,Inst,2,,,%,,,,
27APhaseIHD,6000050,27阶谐波A相电流畸变率,Inst,2,,,%,,,,
27BPhaseUHD,6000051,27阶谐波B相电压畸变率,Inst,2,,,%,,,,
27BPhaseIHD,6000052,27阶谐波B相电流畸变率,Inst,2,,,%,,,,
27CPhaseUHD,6000053,27阶谐波C相电压畸变率,Inst,2,,,%,,,,
27CPhaseIHD,6000054,27阶谐波C相电流畸变率,Inst,2,,,%,,,,
29APhaseUHD,6000055,29阶谐波A相电压畸变率,Inst,2,,,%,,,,
29APhaseIHD,6000056,29阶谐波A相电流畸变率,Inst,2,,,%,,,,
29BPhaseUHD,6000057,29阶谐波B相电压畸变率,Inst,2,,,%,,,,
29BPhaseIHD,6000058,29阶谐波B相电流畸变率,Inst,2,,,%,,,,
29CPhaseUHD,6000059,29阶谐波C相电压畸变率,Inst,2,,,%,,,,
29CPhaseIHD,6000060,29阶谐波C相电流畸变率,Inst,2,,,%,,,,
2minAverageWinSpeed,6000061,2分钟平均风速,Inst,2,,,m/s,,,,
31APhaseUHD,6000062,31阶谐波A相电压畸变率,Inst,2,,,%,,,,
31APhaseIHD,6000063,31阶谐波A相电流畸变率,Inst,2,,,%,,,,
31BPhaseUHD,6000064,31阶谐波B相电压畸变率,Inst,2,,,%,,,,
31BPhaseIHD,6000065,31阶谐波B相电流畸变率,Inst,2,,,%,,,,
31CPhaseUHD,6000066,31阶谐波C相电压畸变率,Inst,2,,,%,,,,
31CPhaseIHD,6000067,31阶谐波C相电流畸变率,Inst,2,,,%,,,,
33APhaseUHD,6000068,33阶谐波A相电压畸变率,Inst,2,,,%,,,,
33APhaseIHD,6000069,33阶谐波A相电流畸变率,Inst,2,,,%,,,,
33BPhaseUHD,6000070,33阶谐波B相电压畸变率,Inst,2,,,%,,,,
33BPhaseIHD,6000071,33阶谐波B相电流畸变率,Inst,2,,,%,,,,
33CPhaseUHD,6000072,33阶谐波C相电压畸变率,Inst,2,,,%,,,,
33CPhaseIHD,6000073,33阶谐波C相电流畸变率,Inst,2,,,%,,,,
35APhaseUHD,6000074,35阶谐波A相电压畸变率,Inst,2,,,%,,,,
35APhaseIHD,6000075,35阶谐波A相电流畸变率,Inst,2,,,%,,,,
35BPhaseUHD,6000076,35阶谐波B相电压畸变率,Inst,2,,,%,,,,
35BPhaseIHD,6000077,35阶谐波B相电流畸变率,Inst,2,,,%,,,,
35CPhaseUHD,6000078,35阶谐波C相电压畸变率,Inst,2,,,%,,,,
35CPhaseIHD,6000079,35阶谐波C相电流畸变率,Inst,2,,,%,,,,
37APhaseUHD,6000080,37阶谐波A相电压畸变率,Inst,2,,,%,,,,
37APhaseIHD,6000081,37阶谐波A相电流畸变率,Inst,2,,,%,,,,
37BPhaseUHD,6000082,37阶谐波B相电压畸变率,Inst,2,,,%,,,,
37BPhaseIHD,6000083,37阶谐波B相电流畸变率,Inst,2,,,%,,,,
37CPhaseUHD,6000084,37阶谐波C相电压畸变率,Inst,2,,,%,,,,
37CPhaseIHD,6000085,37阶谐波C相电流畸变率,Inst,2,,,%,,,,
39APhaseUHD,6000086,39阶谐波A相电压畸变率,Inst,2,,,%,,,,
39APhaseIHD,6000087,39阶谐波A相电流畸变率,Inst,2,,,%,,,,
39BPhaseUHD,6000088,39阶谐波B相电压畸变率,Inst,2,,,%,,,,
39BPhaseIHD,6000089,39阶谐波B相电流畸变率,Inst,2,,,%,,,,
39CPhaseUHD,6000090,39阶谐波C相电压畸变率,Inst,2,,,%,,,,
39CPhaseIHD,6000091,39阶谐波C相电流畸变率,Inst,2,,,%,,,,
3APhaseUHD,6000092,3阶谐波A相电压畸变率,Inst,2,,,%,,,,
3APhaseIHD,6000093,3阶谐波A相电流畸变率,Inst,2,,,%,,,,
3BPhaseUHD,6000094,3阶谐波B相电压畸变率,Inst,2,,,%,,,,
3BPhaseIHD,6000095,3阶谐波B相电流畸变率,Inst,2,,,%,,,,
3CPhaseUHD,6000096,3阶谐波C相电压畸变率,Inst,2,,,%,,,,
3CPhaseIHD,6000097,3阶谐波C相电流畸变率,Inst,2,,,%,,,,
5APhaseUHD,6000098,5阶谐波A相电压畸变率,Inst,2,,,%,,,,
5APhaseIHD,6000099,5阶谐波A相电流畸变率,Inst,2,,,%,,,,
5BPhaseUHD,6000100,5阶谐波B相电压畸变率,Inst,2,,,%,,,,
5BPhaseIHD,6000101,5阶谐波B相电流畸变率,Inst,2,,,%,,,,
5CPhaseUHD,6000102,5阶谐波C相电压畸变率,Inst,2,,,%,,,,
5CPhaseIHD,6000103,5阶谐波C相电流畸变率,Inst,2,,,%,,,,
7APhaseUHD,6000104,7阶谐波A相电压畸变率,Inst,2,,,%,,,,
7APhaseIHD,6000105,7阶谐波A相电流畸变率,Inst,2,,,%,,,,
7BPhaseUHD,6000106,7阶谐波B相电压畸变率,Inst,2,,,%,,,,
7BPhaseIHD,6000107,7阶谐波B相电流畸变率,Inst,2,,,%,,,,
7CPhaseUHD,6000108,7阶谐波C相电压畸变率,Inst,2,,,%,,,,
7CPhaseIHD,6000109,7阶谐波C相电流畸变率,Inst,2,,,%,,,,
9APhaseUHD,6000110,9阶谐波A相电压畸变率,Inst,2,,,%,,,,
9APhaseIHD,6000111,9阶谐波A相电流畸变率,Inst,2,,,%,,,,
9BPhaseUHD,6000112,9阶谐波B相电压畸变率,Inst,2,,,%,,,,
9BPhaseIHD,6000113,9阶谐波B相电流畸变率,Inst,2,,,%,,,,
9CPhaseUHD,6000114,9阶谐波C相电压畸变率,Inst,2,,,%,,,,
9CPhaseIHD,6000115,9阶谐波C相电流畸变率,Inst,2,,,%,,,,
LineabUBias,6000116,ab线电压偏差,Inst,2,,,%,,,,
APhasePFactor,6000117,A相功率因数,Inst,2,,,,,,,
APhaseBrU,6000118,A相支路电压,Num,,,,V,,,,
APhaseBrI,6000119,A相支路电流,Num,,,,A,,,,
APhaseReactiveP,6000120,A相无功功率,Inst,2,,,kW,,,,
APhaseReactiveI,6000121,A相无功电流,Inst,2,,,A,,,,
APhaseActiveP,6000122,A相有功功率,Inst,2,,,kW,,,,
APhaseU,6000124,A相电压,Inst,2,,,V,,,,
APhaseUBias,6000125,A相电压偏差,Inst,2,,,%,,,,
APhaseUHD,6000126,A相电压谐波畸变率,Inst,2,,,%,,,,
APhaseI,6000127,A相电流,Inst,2,,,A,,,,
APhaseIHD,6000128,A相电流谐波畸变率,Inst,2,,,%,,,,
APhaseCoilTemp,6000129,A相线圈温度,Inst,2,,,℃,,,,
ElecAPhaseApparentP,6000130,A相视在功功率,Num,,,,kW,,,,
APhaseApparentP,6000131,A相视在功率,Inst,2,,,kVA,,,,
APhaseInU,6000132,A相输入电压,Inst,2,,,V,,,,
APhaseInI,6000133,A相输入电流,Inst,2,,,A,,,,
APhaseOutPFactor,6000134,A相输出功率因数,Inst,2,,,,,,,
APhaseOutReactiveP,6000135,A相输出无功功率,Inst,2,,,kVar,,,,
APhaseOutActiveP,6000136,A相输出有功功率,Inst,2,,,kW,,,,
APhaseOutU,6000137,A相输出电压,Inst,2,,,V,,,,
APhaseOutI,6000138,A相输出电流,Inst,2,,,A,,,,
APhaseOutApparentP,6000139,A相输出视在功率,Inst,2,,,kVA,,,,
BAInterveneStatus,6000140,BA手动干预状态,Bool,,"{""type"":""str"",""map"":{""0"":""不允许"",""1"":""允许""}}",,,,,,
LinebcUBias,6000141,bc线电压偏差,Inst,2,,,%,,,,
BPhasePFactor,6000142,B相功率因数,Inst,2,,,,,,,
BPhaseBrU,6000143,B相支路电压,Num,,,,V,,,,
BPhaseBrI,6000144,B相支路电流,Num,,,,A,,,,
BPhaseReactiveP,6000145,B相无功功率,Inst,2,,,kW,,,,
BPhaseReactiveI,6000146,B相无功电流,Inst,2,,,A,,,,
BPhaseActiveP,6000147,B相有功功率,Inst,2,,,kW,,,,
BTPhaseI,6000148,B相测量电流,Inst,2,,,A,,,,
BPhaseU,6000149,B相电压,Inst,2,,,V,,,,
BPhaseUBias,6000150,B相电压偏差,Inst,2,,,%,,,,
BPhaseUHD,6000151,B相电压谐波畸变率,Inst,2,,,%,,,,
BPhaseI,6000152,B相电流,Inst,2,,,A,,,,
BPhaseIHD,6000153,B相电流谐波畸变率,Inst,2,,,%,,,,
BPhaseCoilTemp,6000154,B相线圈温度,Inst,2,,,℃,,,,
ElecBPhaseApparentP,6000155,B相视在功功率,Num,,,,kW,,,,
BPhaseApparentP,6000156,B相视在功率,Inst,2,,,kVA,,,,
BPhaseInU,6000157,B相输入电压,Inst,2,,,V,,,,
BPhaseInI,6000158,B相输入电流,Inst,2,,,A,,,,
BPhaseOutPFactor,6000159,B相输出功率因数,Inst,2,,,,,,,
BPhaseOutReactiveP,6000160,B相输出无功功率,Inst,2,,,kVar,,,,
BPhaseOutActiveP,6000161,B相输出有功功率,Inst,2,,,kW,,,,
BPhaseOutU,6000162,B相输出电压,Inst,2,,,V,,,,
BPhaseOutI,6000163,B相输出电流,Inst,2,,,A,,,,
BPhaseOutApparentP,6000164,B相输出视在功率,Inst,2,,,kVA,,,,
LinecaUBias,6000165,ca线电压偏差,Inst,2,,,%,,,,
17APhaseUHD,6000166,17阶谐波A相电压畸变率,Inst,2,,,%,,,,
COP,6000167,COP,Inst,2,,,,,,,
17APhaseIHD,6000168,17阶谐波A相电流畸变率,Inst,2,,,%,,,,
CPhasePFactor,6000169,C相功率因数,Inst,2,,,,,,,
CPhaseBrU,6000170,C相支路电压,Num,,,,V,,,,
CPhaseBrI,6000171,C相支路电流,Num,,,,A,,,,
CPhaseReactiveP,6000172,C相无功功率,Inst,2,,,kW,,,,
CPhaseReactiveI,6000173,C相无功电流,Inst,2,,,A,,,,
CPhaseActiveP,6000174,C相有功功率,Inst,2,,,kW,,,,
CPhaseIMear,6000175,C相测量电流,Inst,2,,,A,,,,
CPhaseU,6000176,C相电压,Inst,2,,,V,,,,
CPhaseUBias,6000177,C相电压偏差,Inst,2,,,%,,,,
CPhaseUHD,6000178,C相电压谐波畸变率,Inst,2,,,%,,,,
CPhaseI,6000179,C相电流,Inst,2,,,A,,,,
CPhaseIHD,6000180,C相电流谐波畸变率,Inst,2,,,%,,,,
CPhaseCoilTemp,6000181,C相线圈温度,Inst,2,,,℃,,,,
ElecCPhaseApparentP,6000182,C相视在功功率,Num,,,,kW,,,,
CPhaseApparentP,6000183,C相视在功率,Inst,2,,,kVA,,,,
CPhaseInU,6000184,C相输入电压,Inst,2,,,V,,,,
CPhaseInI,6000185,C相输入电流,Inst,2,,,A,,,,
CPhaseOutPFactor,6000186,C相输出功率因数,Inst,2,,,,,,,
CPhaseOutReactiveP,6000187,C相输出无功功率,Inst,2,,,kVar,,,,
CPhaseOutActiveP,6000188,C相输出有功功率,Inst,2,,,kW,,,,
CPhaseOutU,6000189,C相输出电压,Inst,2,,,V,,,,
CPhaseOutI,6000190,C相输出电流,Inst,2,,,A,,,,
CPhaseOutApparentP,6000191,C相输出视在功率,Inst,2,,,kVA,,,,
DCOP,6000192,DCOP,Inst,2,,,,,,,
WorkMode,6000193,FCU工作模式,Enumv,,"{""type"":""str"",""map"":{""1"":""供冷"",""2"":""供热"",""99"":""其他""}}",,,,,,
ICOP,6000194,ICOP,Inst,2,,,,,,,
Sec2InsulationStatus,6000195,II段绝缘状态,Boolv,,"{""type"":""str"",""map"":{""0"":""正常绝缘"",""1"":""绝缘故障""}}",,,,,,
2BusAPhaseU,6000196,II母A相电压,Num,,,,kV,,,,
2BusBPhaseU,6000197,II母B相电压,Num,,,,kV,,,,
2BusCPhaseU,6000198,II母C相电压,Num,,,,kV,,,,
Bus2PTULossProtect,6000199,II母PT失压保护,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""保护""}}",,,,,,
Bus2PTBreakAlarm,6000200,II母PT断线告警,Bool,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""报警""}}",,,,,,
2BusUabU,6000201,II母Uab线电压,Num,,,,kV,,,,
2BusUacU,6000202,II母Uac线电压,Num,,,,kV,,,,
2BusUbcU,6000203,II母Ubc线电压,Num,,,,kV,,,,
Bus2UpDisconnectorStatus,6000204,II母上隔离开关状态,Boolv,,"{""type"":""str"",""map"":{""0"":""分闸"",""1"":""合闸""}}",,,,,,
Bus2DownDisconnectorStatus,6000205,II母下隔离开关状态,Boolv,,,,,,,,
Bus2LowUProtect,6000206,II母低电压保护,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""保护""}}",,,,,,
Bus2LowUAlarm,6000207,II母低电压告警,Bool,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""报警""}}",,,,,,
Bus2GroundUProtect,6000208,II母接地电压保护,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""保护""}}",,,,,,
Bus2BreakerStatus,6000209,II母断路器分/合闸状态,Boolv,,"{""type"":""str"",""map"":{""0"":""分闸"",""1"":""合闸""}}",,,,,,
2BusPositiveSequenceU,6000210,II母正序电压,Num,,,,kV,,,,
Bus2TVSwitch,6000211,II母线TV合位,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""动作""}}",,,,,,
2BusNegativeSequenceU,6000212,II母负序电压,Num,,,,kV,,,,
Bus2OverUProtect,6000213,II母过电压保护,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""保护""}}",,,,,,
Bus2OverUAlarm,6000214,II母过电压告警,Bool,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""报警""}}",,,,,,
2BusZeroSequenceU,6000215,II母零序电压,Num,,,,kV,,,,
In2OverloadSwitch,6000216,II进线过负荷投入,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""动作""}}",,,,,,
IPLV,6000217,IPLV,Inst,2,,,,,,,
Sec1InsulationStatus,6000218,I段绝缘状态,Boolv,,"{""type"":""str"",""map"":{""0"":""正常绝缘"",""1"":""绝缘故障""}}",,,,,,
1BusAPhaseU,6000219,I母A相电压,Num,,,,kV,,,,
1BusBPhaseU,6000220,I母B相电压,Num,,,,kV,,,,
1BusCPhaseU,6000221,I母C相电压,Num,,,,kV,,,,
Bus1PTULossProtect,6000222,I母PT失压保护,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""保护""}}",,,,,,
Bus1PTBreakAlarm,6000223,I母PT断线告警,Bool,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""报警""}}",,,,,,
1BusUabU,6000224,I母Uab线电压,Num,,,,kV,,,,
1BusUacU,6000225,I母Uac线电压,Num,,,,kV,,,,
1BusUbcU,6000226,I母Ubc线电压,Num,,,,kV,,,,
Bus1UpDisconnectorStatus,6000227,I母上隔离开关状态,Boolv,,"{""type"":""str"",""map"":{""0"":""分闸"",""1"":""合闸""}}",,,,,,
Bus1DownDisconnectorStatus,6000228,I母下隔离开关状态,Boolv,,"{""type"":""str"",""map"":{""0"":""分闸"",""1"":""合闸""}}",,,,,,
Bus1LowUProtect,6000229,I母低电压保护,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""保护""}}",,,,,,
Bus1LowUAlarm,6000230,I母低电压告警,Bool,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""报警""}}",,,,,,
Bus1GroundUProtect,6000231,I母接地电压保护,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""保护""}}",,,,,,
Bus1BreakerStatus,6000232,I母断路器分/合闸状态,Boolv,,"{""type"":""str"",""map"":{""0"":""分闸"",""1"":""合闸""}}",,,,,,
1BusPositiveSequenceU,6000233,I母正序电压,Num,,,,kV,,,,
Bus1TVSwitch,6000234,I母线TV合位,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""动作""}}",,,,,,
1BusNegativeSequenceU,6000235,I母负序电压,Num,,,,kV,,,,
Bus1OverUProtect,6000236,I母过电压保护,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""保护""}}",,,,,,
Bus1OverUAlarm,6000237,I母过电压告警,Bool,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""报警""}}",,,,,,
1BusZeroSequenceU,6000238,I母零序电压,Num,,,,kV,,,,
In1OverloadSwitch,6000239,I进线过负荷投入,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""动作""}}",,,,,,
PH1,6000241,PH,Inst,2,,,,,,,
17BPhaseIHD,6000242,17阶谐波B相电流畸变率,Inst,2,,,%,,,,
17BPhaseUHD,6000243,17阶谐波B相电压畸变率,Inst,2,,,%,,,,
PTULossProtect,6000244,PT失压保护,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""保护""}}",,,,,,
SOPStatus,6000245,SOP状态,Enum,,"{""type"":""str"",""map"":{""1"":""已启用"",""2"":""已废弃"",""3"":""其他""}}",,,,,,
TABreakAlarm,6000246,TA断线告警,Bool,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""报警""}}",,,,,,
TDS,6000247,TDS,Inst,2,,,mg/L,,,,
TVAutoParallelSwitch,6000249,TV自动并列,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""动作""}}",,,,,,
UabU,6000250,Uab线电压,Inst,2,,,V,,,,
UacU,6000251,Uac线电压,Inst,2,,,V,,,,
UbcU,6000252,Ubc线电压,Num,,,,V,,,,
OneDaySunshineTime,6000253,一天日照时间,Acc,,,,h,,,,
HourStartCount,6000254,一小时电动机起动次数,Inst,2,,,次/h,,,,
PrimarReturnAirValveOpening,6000255,一次回风阀开度,Inst,2,,,%,,,,
PrimaryReturnAirFlow,6000256,一次回风风量,Inst,2,,,m3/h,,,,
3Phase1ShotRecloseSwitch,6000257,三相一次重合闸,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""动作""}}",,,,,,
3PhaseUnbalancedU,6000258,三相不平衡电压,Inst,2,,,V,,,,
3PhaseUnbalancedI,6000259,三相不平衡电流,Inst,2,,,A,,,,
3LineUnbalancedU,6000260,三线不平衡电压,Inst,2,,,V,,,,
UploadFlow,6000261,上传数据量,Num,,,,MB/s,,,,
UploadSpeed,6000262,上传速度,Inst,2,,,MB/s,,,,
DownloadFlow,6000263,下载数据量,Num,,,,MB/s,,,,
DownloadSpeed,6000264,下载速度,Inst,2,,,MB/s,,,,
UnbalanceUProtect,6000265,不平衡电压保护,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""保护""}}",,,,,,
UnbalanceUAlarm,6000266,不平衡电压告警,Bool,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""报警""}}",,,,,,
UnbalanceIProtect,6000267,不平衡电流保护,Boolv,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""保护""}}",,,,,,
UnbalanceIAlarm,6000268,不平衡电流告警,Bool,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""报警""}}",,,,,,
HorizontaDistanceFromTheRemoteControl,6000269,与遥控器水平距离,Inst,2,,,m,,,,
VerticalDistanceFromTheRemoteControl,6000270,与遥控器竖直距离,Inst,2,,,m,,,,
OutMediumPFactor,6000271,中压出线功率因数,Inst,2,,,,,,,
NeutralI,6000272,中性线电流,Inst,2,,,A,,,,
AccMiddleGearRunTime,6000273,中档位累计运行,Acc,,,,h,,,,
ReclaimedWaterBasinWaterVolume,6000274,中水回用池水量,Inst,2,,,m3,,,,
ReclaimedWaterBasinVolume,6000275,中水池水量,Num,,,,m3,,,,
ReclaimedWaterFlow,6000276,中水流量,Inst,2,,,m3/h,,,,
WTRSStatus,6000277,中继台状态,Enumv,,"{""type"":""str"",""map"":{""1"":""发射"",""2"":""接收"",""3"":""同时收发"",""4"":""待机"",""99"":""其他""}}",,,,,,
MainTransOpenDoorAlarm,6000278,主变开门告警,Bool,,"{""type"":""str"",""map"":{""0"":""正常"",""1"":""报警""}}",,,,,,
EventStatus,6000279,事件状态,Enum,,"{""type"":""str"",""map"":{""0"":""未生效"",""1"":""已生效""}}",,,,,,
